Oyun Adı,Fiyat,Oyun Türü,Dil Desteği,Geliştirici,Pegi,URL
STASIS :  BONE TOTEM,₺149,"Kumanda Desteği, Bulut Kayıtları, Bağımsız, Tek Oyunculu, Macera, Korku",,THE BROTHERHOOD,PEGI 18,https://store.epicgames.com/tr/p/stasis-bone-totem-ca8320
OverDrift Festival,₺76,"Simülasyon, Kumanda Desteği, Rekabetçi, Yarış, Eşli, Bulut Kayıtları, Açık Dünya, Tek Oyunculu, Çapraz Platform, Online Multiplayer",,OverDriftCrew,PEGI 3,https://store.epicgames.com/tr/p/overdrift-festival-eb501d
Aliens: Dark Descent,₺550,"Tek Oyunculu, Strateji, Aksiyon, Başarılar",,Tindalos Interactive,PEGI 16,https://store.epicgames.com/tr/p/aliens-dark-descent
The House of Da Vinci 3,₺399,"Kumanda Desteği, Macera, Bulut Kayıtları, Bağımsız, Tek Oyunculu, Bulmaca",,Blue Brain Games,PEGI 12,https://store.epicgames.com/tr/p/the-house-of-da-vinci-3-b0c022
The House of Da Vinci 2,₺399,"Macera, Bulut Kayıtları, Tek Oyunculu, Bağımsız, Bulmaca",,Blue Brain Games,PEGI 7,https://store.epicgames.com/tr/p/the-house-of-da-vinci-2-970dc3
Retro Racers 2,₺8,"Kumanda Desteği, Yarış, Bağımsız, Retro, Tek Oyunculu",,LoadUpGames.com,PEGI 3,https://store.epicgames.com/tr/p/retro-racers-2-a98f93
Brick Breaker Premium 3,₺8,"Kumanda Desteği, Tek Oyunculu, Retro, Bulmaca, Basit Eğlence",,LoadUpGames.com,PEGI 3,https://store.epicgames.com/tr/p/brick-breaker-premium-3-2ae7ce
Scribble It!,₺38,"Parti, Bulut Kayıtları, Bağımsız, Çapraz Platform, Online Multiplayer, Basit Eğlence",,Detach Entertainment UG,PEGI 3,https://store.epicgames.com/tr/p/scribble-it-c61a6f
THE IMPOSSIBLE,₺67,"Basit Eğlence, Bulut Kayıtları, Tek Oyunculu, Bulmaca, Korku",,Airem,PEGI 7,https://store.epicgames.com/tr/p/the-impossible-fcebf7
Pilgrims,₺129,"Kart Oyunu, Bulut Kayıtları, Tek Oyunculu, Bağımsız, Macera",,Amanita Design,PEGI 7,https://store.epicgames.com/tr/p/pilgrims-6d250f
TV Head: Eight Pages,₺8,"Hayatta Kalma, Tek Oyunculu, Korku, Aksiyon",,Performance Artist,PEGI 16,https://store.epicgames.com/tr/p/tv-head-eight-pages-85b4f3
F1® 23,,,,Codemasters,PEGI 3,https://store.epicgames.com/tr/p/f1-23
Tabletop Playground,₺115,"Simülasyon, RYO, Rekabetçi, Kart Oyunu, Eşli, Bulut Kayıtları, Tek Oyunculu, Yerel Çok Oyunculu, Online Multiplayer",,Plasticity Studios,PEGI 3,https://store.epicgames.com/tr/p/tabletop-playground-9623f1
IL-2 Sturmovik: 1946,₺220,"Simülasyon, Tek Oyunculu, Aksiyon",,1C: Maddox Games,PEGI 7,https://store.epicgames.com/tr/p/il2-sturmovik-1946-4afaf1
Rising Mist,₺510,"RYO, Bulmaca, Tek Oyunculu, Fantezi",,WASD Games,PEGI 7,https://store.epicgames.com/tr/p/rising-mist-36ba97
Layers of Fear,₺399,"Bulut Kayıtları, Tek Oyunculu, Korku",,Bloober Team / Anshar Studios,PEGI 16,https://store.epicgames.com/tr/p/layers-of-fears-85a02b
Guacamelee! Super Turbo Championship Edition,₺149,"Platform, Aksiyon-Macera, Eşli, Bulut Kayıtları, Tek Oyunculu, Dövüş",,DrinkBox Studios,PEGI 12,https://store.epicgames.com/tr/p/guacamelee-stce-7cdbc8
Dolmenjord - Viking Islands,₺23,"Kumanda Desteği, Bulut Kayıtları, Tek Oyunculu, Şehir Kurma, Bulmaca, Basit Eğlence",,Mens Sana Interactive,PEGI 3,https://store.epicgames.com/tr/p/dolmenjord-viking-islands-965b06
ProtoCorgi,₺89,"Nişancı, Bulut Kayıtları, Tek Oyunculu, Bağımsız, Başarılar",,Kemono Games,PEGI 3,https://store.epicgames.com/tr/p/protocorgi
Guacamelee! 2,₺190,"Kumanda Desteği, Platform, Aksiyon-Macera, Eşli, Bulut Kayıtları, Tek Oyunculu, Dövüş",,DrinkBox Studios,PEGI 12,https://store.epicgames.com/tr/p/guacamelee-2-ac4977
Fall of Porcupine,₺190,"Macera, Tek Oyunculu, Bağımsız, Kumanda Desteği",,Critical Rabbit,PEGI 7,https://store.epicgames.com/tr/p/fall-of-porcupine-659d85
Timewell: Trail Of Celestes,₺179,"RYO, Tek Oyunculu, Aksiyon, Uzay",,OZBER CIN,PEGI 7,https://store.epicgames.com/tr/p/timewell_trail_of_celestes-0c45ea
Indies' Lies,"₺144,80","Bulut Kayıtları, RYO, Tek Oyunculu, Kart Oyunu",,Fun Square Games,PEGI 7,https://store.epicgames.com/tr/p/indies-lies-57f843
Daydream: Forgotten Sorrow,₺149,"Bulmaca, Tek Oyunculu, Platform, Macera",,Frozen Line,PEGI 12,https://store.epicgames.com/tr/p/daydream-forgotten-sorrow-6025c9
Recollection,₺27,"Kumanda Desteği, Bulut Kayıtları, Bağımsız, Tek Oyunculu, Macera, Basit Eğlence",,Erkberg Games,PEGI 7,https://store.epicgames.com/tr/p/recollection-71f3a4
Metro Simulator,₺115,"Simülasyon, Tek Oyunculu, Bağımsız, Birinci Şahıs",,KishMish Games,PEGI 3,https://store.epicgames.com/tr/p/metro-simulator-494510
Suicide Guy,₺61,"Kumanda Desteği, Tek Oyunculu, Aksiyon-Macera",,Chubby Pixel,PEGI 16,https://store.epicgames.com/tr/p/suicide-guy-9f7963
I Want to be Alive,₺54,"Kumanda Desteği, Platform, Uzay, Tek Oyunculu, Macera",,KriLi Games,PEGI 3,https://store.epicgames.com/tr/p/i-want-to-be-alive-0fcb6e
maze horror～迷宮ホラー～,₺19,"Gizlilik, Bağımsız, Korku, Tek Oyunculu",,Kudou,PEGI 12,https://store.epicgames.com/tr/p/jampjjj-7c830e
Akane,₺7,"Kumanda Desteği, Aksiyon, Rogue-lite, Tek Oyunculu, Bağımsız",,Ludic Studios,PEGI 16,https://store.epicgames.com/tr/p/akane-cbba21
Minimal Move,₺38,"Bulmaca, Tek Oyunculu, Eşli, Çok Oyunculu",,Tako Studio,PEGI 3,https://store.epicgames.com/tr/p/minimal-move-7a012a
Delivery from the Pain:Survival,₺85,"Hayatta Kalma, Kumanda Desteği, Tek Oyunculu, Bağımsız, Macera",,HuaYiTianXin,PEGI 16,https://store.epicgames.com/tr/p/delivery-from-the-pain-73198e
Video Game Trivia,₺8,"Trivia, Kumanda Desteği, Parti, Tek Oyunculu, Yerel Çok Oyunculu",,LoadUpGames.com,PEGI 3,https://store.epicgames.com/tr/p/video-game-trivia-5db425
Television Trivia,₺8,"Trivia, Kumanda Desteği, Parti, Tek Oyunculu, Yerel Çok Oyunculu",,LoadUpGames.com,PEGI 12,https://store.epicgames.com/tr/p/television-trivia-b6c74b
Super Arcade Boy in Goodbye Greenies,₺15,"Kumanda Desteği, Nişancı, Bağımsız, Retro, Tek Oyunculu",,LoadUpGames.com,PEGI 3,https://store.epicgames.com/tr/p/super-arcade-boy-in-goodbye-greenies-d8a255
Cepheus Protocol,₺149,"Hayatta Kalma, Tek Oyunculu, Strateji, RTS",,Halcyon Winds,PEGI 18,https://store.epicgames.com/tr/p/cepheus-protocol-388fe9
Movie Actor Trivia,₺8,"Trivia, Kumanda Desteği, Parti, Tek Oyunculu, Yerel Çok Oyunculu",,LoadUpGames.com,PEGI 3,https://store.epicgames.com/tr/p/movie-actor-trivia-2816f9
Madcar,₺55,"Rekabetçi, Yarış, MMO, Aksiyon, Açık Dünya, Online Multiplayer",,forplayers.studio,PEGI 3,https://store.epicgames.com/tr/p/madcar-f-multiplayer-65691b
Cyber Drift,₺54,"Kumanda Desteği, Rekabetçi, Yarış, Bağımsız, Tek Oyunculu, Basit Eğlence",,Meng Games,PEGI 3,https://store.epicgames.com/tr/p/cyber-drift-6ac51b
One More Dungeon 2,₺115,"Kumanda Desteği, Aksiyon, Rogue-lite, Tek Oyunculu, Birinci Şahıs",,Stately Snail,PEGI 12,https://store.epicgames.com/tr/p/one-more-dungeon-2-532228
Jennifer Wilde: Unlikely Revolutionaries,₺130,"Macera, Bağımsız, Hikaye Anlatımı, Kumanda Desteği",,Outsider Games,PEGI 12,https://store.epicgames.com/tr/p/jennifer-wilde-unlikely-revolutionaries-7eda5e
The House of Da Vinci,₺399,"Macera, Bulut Kayıtları, Tek Oyunculu, Bağımsız, Bulmaca",,Blue Brain Games,PEGI 7,https://store.epicgames.com/tr/p/the-house-of-da-vinci-eb6e37
Quest Hunter,₺149,"RYO, Kumanda Desteği, Aksiyon-Macera, Eşli, Bulut Kayıtları, Tek Oyunculu, Çapraz Platform, Fantezi",,15 Zombie Games,PEGI 12,https://store.epicgames.com/tr/p/quest-hunter-96b20d
MUSYNX,₺31,"Müzik, Kumanda Desteği, Tek Oyunculu, Strateji",,MUSYNX Studio,PEGI 12,https://store.epicgames.com/tr/p/musynx-fb5190
Mask of the Rose,₺149,"RYO, Kumanda Desteği, Bulut Kayıtları, Bağımsız, Tek Oyunculu, Basit Eğlence",,Failbetter Games,PEGI 12,https://store.epicgames.com/tr/p/mask-of-the-rose-9f7efe
Bleak Sword DX,"₺167,89","Tek Oyunculu, Aksiyon, Fantezi",,more8bit,,https://store.epicgames.com/tr/p/bleak-sword-dx-5b2d4c
PAYDAY 2,₺76,"Kumanda Desteği, Nişancı, Aksiyon, Eşli, Bulut Kayıtları, Tek Oyunculu, Çapraz Platform, Online Multiplayer, Birinci Şahıs",,OVERKILL - a Starbreeze Studio.,PEGI 18,https://store.epicgames.com/tr/p/payday-2-c66369
GeoJelly,₺38,"Kumanda Desteği, Rekabetçi, Macera, Bağımsız, Tek Oyunculu, Bulmaca",,Source Byte,PEGI 3,https://store.epicgames.com/tr/p/geojelly-a44cfe
Nocturnal: Enhanced Edition,₺287,"Kumanda Desteği, Platform, Aksiyon-Macera, Bulut Kayıtları, Tek Oyunculu",,Sunnyside Games,PEGI 12,https://store.epicgames.com/tr/p/nocturnal-ef3fa0
Starlight X-2: Galactic Puzzles,₺54,"Uzay, Bulut Kayıtları, Tek Oyunculu, Bulmaca, Basit Eğlence",,Frozax Games,PEGI 3,https://store.epicgames.com/tr/p/starlight-x2-galactic-puzzles-dede7d
Scathe,₺39,"Kumanda Desteği, Çok Oyunculu, Nişancı, Aksiyon, Eşli",,Damage State,PEGI 18,https://store.epicgames.com/tr/p/scathe-ca258f
Rift Rangers,₺38,"Kumanda Desteği, Aksiyon, Rogue-lite, Tek Oyunculu, Bağımsız",,Epic Story Interactive Inc.,PEGI 7,https://store.epicgames.com/tr/p/rift-rangers-b3b5fa
Amnesia: The Bunker,₺189,"Kumanda Desteği, Aksiyon-Macera, Tek Oyunculu, Birinci Şahıs, Korku",,Frictional Games,PEGI 18,https://store.epicgames.com/tr/p/amnesia-the-bunker-9d5799
The Alchemist of Ars Magna,₺309,"Sıra Temelli, RYO, Tek Oyunculu, Aksiyon-Macera",,Ninetail,PEGI 12,https://store.epicgames.com/tr/p/the-alchemist-of-ars-magna-e68b84
Return to Abyss,₺60,"Kumanda Desteği, Aksiyon, Rogue-lite, Tek Oyunculu, Bağımsız",,Joychasing Games,PEGI 7,https://store.epicgames.com/tr/p/return-to-abyss-226301
Tiny Thor,₺190,"Kumanda Desteği, Platform, Tek Oyunculu, Retro, Bulmaca",,Asylum Square,PEGI 7,https://store.epicgames.com/tr/p/tiny-thor-76de1f
To Hell With The Ugly,₺190,"Tek Oyunculu, Aksiyon-Macera, Hikaye Anlatımı, Bağımsız",,La Poule Noire - ARTE France,PEGI 16,https://store.epicgames.com/tr/p/to-hell-with-the-ugly-86ee3f
Moto,₺15,"Müzik, Yarış, Bağımsız, Tek Oyunculu",,Fullbrutal,PEGI 3,https://store.epicgames.com/tr/p/moto-cbde33
The Sports Trivia Challenge,₺8,"Trivia, Kumanda Desteği, Parti, Tek Oyunculu, Yerel Çok Oyunculu",,LoadUpGames.com,PEGI 3,https://store.epicgames.com/tr/p/the-sports-trivia-challenge-86c29f
Martian Invaders,₺8,"Kumanda Desteği, Nişancı, Bağımsız, Retro, Tek Oyunculu",,LoadUpGames.com,PEGI 3,https://store.epicgames.com/tr/p/martian-invaders-2bc51f
Battle Ram,₺229,"Hayatta Kalma, Tek Oyunculu, Bağımsız, Aksiyon",,Anatoliy Loginovskikh,PEGI 3,https://store.epicgames.com/tr/p/battle-ram-d001fd
The Music Trivia Challenge,₺8,"Trivia, Kumanda Desteği, Parti, Tek Oyunculu, Yerel Çok Oyunculu",,LoadUpGames.com,PEGI 3,https://store.epicgames.com/tr/p/the-music-trivia-challenge-1df650
Bugby,,"Rekabetçi, Çok Oyunculu, Parti, Bağımsız, Çapraz Platform",,Whimsical Violence,,https://store.epicgames.com/tr/p/bugby-c6bc9c
Insectipede,₺8,"Kumanda Desteği, Nişancı, Bağımsız, Retro, Tek Oyunculu",,LoadUpGames.com,PEGI 3,https://store.epicgames.com/tr/p/insectipede-a2174d
Celestia Ultimate,,"Macera, Açık Dünya, Kumanda Desteği, Fantezi",,Sigma Studios LLC,PEGI 12,https://store.epicgames.com/tr/p/celestia-ultimate-15fae5
The Movie Trivia Challenge,₺8,"Trivia, Kumanda Desteği, Parti, Tek Oyunculu, Yerel Çok Oyunculu",,LoadUpGames.com,PEGI 3,https://store.epicgames.com/tr/p/the-movie-trivia-challenge-be2db8
Brick Breaker Premium 2,₺8,"Kumanda Desteği, Tek Oyunculu, Retro, Bulmaca, Basit Eğlence",,LoadUpGames.com,PEGI 3,https://store.epicgames.com/tr/p/brick-breaker-premium-2-bede72
Barrett Foster : Chapter One,₺76,"Bulmaca, Tek Oyunculu, Birinci Şahıs, Macera",,Particules Studio,,https://store.epicgames.com/tr/p/barrett-foster-chatper-one-3c91e2
SPINGUN,₺15,"Kumanda Desteği, Uzay, Aksiyon, Bulut Kayıtları, Bağımsız, Tek Oyunculu",,Fermenter Games,PEGI 3,https://store.epicgames.com/tr/p/spingun-843f78
Poi,₺76,"Kumanda Desteği, Platform, Aksiyon-Macera, Keşif, Bulut Kayıtları, Tek Oyunculu",,PolyKid,PEGI 3,https://store.epicgames.com/tr/p/poi-08959d
Conjury Revell,,"Kumanda Desteği, Nişancı, Aksiyon, Tek Oyunculu, Birinci Şahıs",,SMU Guildhall,PEGI 12,https://store.epicgames.com/tr/p/conjury-revell-074445
Midnight Ghost Hunt,₺149,"Çok Oyunculu, Aksiyon, Başarılar",,Vaulted Sky Games,,https://store.epicgames.com/tr/p/midnight-ghost-hunt
Fallout: New Vegas,₺99,"RYO, Nişancı, Aksiyon, Tek Oyunculu, Başarılar",,Obsidian Entertainment,PEGI 18,https://store.epicgames.com/tr/p/fallout-new-vegas
Match Village,₺31,"Bulut Kayıtları, Tek Oyunculu, Şehir Kurma, Bulmaca, Basit Eğlence",,Rising Moon Games,PEGI 3,https://store.epicgames.com/tr/p/match-village-5f41dd
Nihilsearch,"₺115,99","Kumanda Desteği, Platform, Aksiyon-Macera, Keşif, Tek Oyunculu",,Team_Bug,PEGI 7,https://store.epicgames.com/tr/p/search-de9485
ΔV: Rings of Saturn,₺76,"Simülasyon, Kumanda Desteği, Uzay, Bulut Kayıtları, Açık Dünya, Tek Oyunculu",,Kodera Software,PEGI 12,https://store.epicgames.com/tr/p/deltav-rings-of-saturn-4cd187
Homebody,₺149,"Hayatta Kalma, Tek Oyunculu, Korku, Macera",,Game Grumps,PEGI 16,https://store.epicgames.com/tr/p/homebody-569576
The Unbeatable Path,₺149,"Bulut Kayıtları, Tek Oyunculu, Bulmaca, Birinci Şahıs, Korku",,RecklessGames UG,PEGI 16,https://store.epicgames.com/tr/p/the-unbeatable-path-8af8fc
Mystery Solitaire. Grimm's Tales,₺38,"Tek Oyunculu, Kart Oyunu, Basit Eğlence, Fantezi",,Creobit,PEGI 3,https://store.epicgames.com/tr/p/mystery-solitaire-grimms-tales-244e2a
Elven Rivers. The Forgotten Lands Collector's Edition,₺99,"Tek Oyunculu, Strateji, Basit Eğlence, Fantezi",,BigCityLab,PEGI 3,https://store.epicgames.com/tr/p/elven-rivers-the-forgotten-lands-collectors-edition-13f068
Zero-G Gunfight,₺38,"Kumanda Desteği, Rekabetçi, Çok Oyunculu, Nişancı, Aksiyon, Eşli, Bulut Kayıtları, Tek Oyunculu, Dövüş",,Devil's Cider Games,PEGI 7,https://store.epicgames.com/tr/p/zerog-gunfight-6386d2
DOOMBLADE,₺149,"Kumanda Desteği, Tek Oyunculu, Aksiyon",,Muro Studios,PEGI 7,https://store.epicgames.com/tr/p/doomblade-afdf9a
Shop Tycoon - Prepare Your Wallet,₺83,"Kumanda Desteği, Strateji, Bulut Kayıtları, Bağımsız, Tek Oyunculu, Basit Eğlence",,Airem,PEGI 12,https://store.epicgames.com/tr/p/shop-tycoon-prepare-your-wallet-e705ba
Worlds War 1,,"Nişancı, Bağımsız, Aksiyon, Tek Oyunculu",,Gal Maron,PEGI 12,https://store.epicgames.com/tr/p/worlds-war-1-9c607f
Song of The Prairie,₺190,"Simülasyon, Kumanda Desteği, Tek Oyunculu, Şehir Kurma, Basit Eğlence",,The Droplet Studio,PEGI 3,https://store.epicgames.com/tr/p/song-of-the-prairie-424643
Everdream Valley,₺399,"Simülasyon, Macera, Tek Oyunculu, Strateji",,Mooneaters,PEGI 3,https://store.epicgames.com/tr/p/everdream-valley-916471
System Shock,₺499,"Kumanda Desteği, Bulut Kayıtları, Tek Oyunculu, Başarılar, Korku",Seslendirme: İngilizce |  İngilizce,Nightdive Studios,PEGI 18,https://store.epicgames.com/tr/p/system-shock
Return to Grace,₺115,"Bulut Kayıtları, Tek Oyunculu, Bağımsız, Macera, Birinci Şahıs",,Creative Bytes Studios,PEGI 12,https://store.epicgames.com/tr/p/return-to-grace-92a75a
Shame Legacy,₺189,"Hayatta Kalma, Kumanda Desteği, Tek Oyunculu, Gizlilik, Korku",,"Fairyship Games, Revenant Games",PEGI 16,https://store.epicgames.com/tr/p/shame-legacy-ef1b66
The Backroom Project,₺139,"Kumanda Desteği, Keşif, Tek Oyunculu, Birinci Şahıs, Korku",,Patrik Nagy - alien299,PEGI 16,https://store.epicgames.com/tr/p/the-backroom-project-b6b434
Shadows. Price For Our Sins,"₺27,60","Bulmaca, Tek Oyunculu, Basit Eğlence, Macera",,Creobit,PEGI 7,https://store.epicgames.com/tr/p/shadows-price-for-our-sins-29e42e
Blood of Titans,"₺229,99","Online Multiplayer, Kart Oyunu, Strateji, Fantezi",,Sugar Games,PEGI 7,https://store.epicgames.com/tr/p/blood-of-titans-49a2a8
World of Contraptions,₺76,"Simülasyon, Bulut Kayıtları, Tek Oyunculu, Bağımsız, Bulmaca",,JCP Games Studio,PEGI 3,https://store.epicgames.com/tr/p/world-of-contraptions-6dbc07
International Basketball Manager 23,₺189,"Simülasyon, Tek Oyunculu, Strateji, Spor",,UPLAY Basketball,PEGI 3,https://store.epicgames.com/tr/p/international-basketball-manager-23-561576
Yodanji,₺38,"Kumanda Desteği, Rogue-lite, Tek Oyunculu, Retro, Sıra Temelli",,KEMCO,PEGI 7,https://store.epicgames.com/tr/p/yodanji-5a175c
Indoor Kickball,₺115,"Kumanda Desteği, Parti, Eşli, Bulut Kayıtları, Bağımsız, Spor",,Snow Day Software,PEGI 3,https://store.epicgames.com/tr/p/indoor-kickball-843529
Mokoko X,"₺30,40","Rekabetçi, Bulut Kayıtları, Bağımsız, Retro, Tek Oyunculu, Basit Eğlence",,NAISU,PEGI 12,https://store.epicgames.com/tr/p/mokoko-x-e2b09d
Lost Abroad Café: Language Learning Management Sim,₺67,"Simülasyon, Tek Oyunculu, Bağımsız, Basit Eğlence",,Lost Abroad,PEGI 3,https://store.epicgames.com/tr/p/lost-abroad-cafe-a-language-learning-management-sim-bfc28c
Gardenia,₺76,"Macera, Tek Oyunculu, Hikaye Anlatımı, Basit Eğlence",,SimFabric S.A./Sleepwalking Potatoes,PEGI 3,https://store.epicgames.com/tr/p/gardenia-630482
Doors: Paradox,₺115,"Bulmaca, Tek Oyunculu, Basit Eğlence, Macera",,Big Loop Studios,PEGI 12,https://store.epicgames.com/tr/p/doors-paradox-5896c7
Astronite,₺115,"Kumanda Desteği, Aksiyon-Macera, Aksiyon, Bulut Kayıtları, Bağımsız, Tek Oyunculu",,Dume Games Studio,PEGI 12,https://store.epicgames.com/tr/p/astronite-edc4d8
The Shape of Things,₺54,"Bulmaca, Bağımsız, Basit Eğlence, Kumanda Desteği",,Hyper Three Studio S.L,PEGI 3,https://store.epicgames.com/tr/p/the-shape-of-things-dc5b26
Operation: New Earth,,"Strateji, Rekabetçi, Şehir Kurma, Çapraz Platform, Online Multiplayer",,Hunted Cow Games,PEGI 7,https://store.epicgames.com/tr/p/operation-new-earth-1d27c4
FPVSIM Drone Simulator,₺123,"Kumanda Desteği, Yarış, Tek Oyunculu, Rekabetçi",,fpvsim,PEGI 3,https://store.epicgames.com/tr/p/fpvsim-2a20cb
Railway Empire 2,₺549,"Simülasyon, Kumanda Desteği, Strateji, Eşli, Bulut Kayıtları, Tek Oyunculu",,Gaming Minds Studios,PEGI 12,https://store.epicgames.com/tr/p/railway-empire-2-46840c
Warhammer: Chaos And Conquest,₺206,"Strateji, Rekabetçi, MMO, Şehir Kurma, Çapraz Platform, Fantezi, Online Multiplayer",,Hunted Cow Games,PEGI 12,https://store.epicgames.com/tr/p/warhammer-939868
The Lord of the Rings: Gollum™,₺595,"Kumanda Desteği, Aksiyon, Tek Oyunculu, Macera, Gizlilik","İngilizce, Fransızca, İtalyanca, Almanca, İspanyolca (İspanya), Japonca, Korece, Lehçe, Portekizce, Rusça, Basitleştirilmiş Çince, Geleneksel Çince, Türkçe",Daedalic Entertainment,PEGI 16,https://store.epicgames.com/tr/p/the-lord-of-the-rings-gollum-436d4f
Hello Goodboy,₺25,"Macera, Tek Oyunculu, Basit Eğlence, Kumanda Desteği",,Rolling Glory Jam,PEGI 7,https://store.epicgames.com/tr/p/hello-goodboy-4b2edb
Tennis Manager 2023,₺139,"Simülasyon, Tek Oyunculu, Bağımsız, Spor",,Rebound CG,PEGI 3,https://store.epicgames.com/tr/p/tennis-manager-2023-2ad77d
Puzzle Compound,₺92,"Kumanda Desteği, Keşif, Eşli, Bulut Kayıtları, Bulmaca, Basit Eğlence",,Noble Phantom Games,,https://store.epicgames.com/tr/p/puzzle-compound-fe9903
Tuk Tuk Race,₺31,"Yarış, Bağımsız, Komedi, Tek Oyunculu",,INORK Game,PEGI 3,https://store.epicgames.com/tr/p/tuk-tuk-race-1ff590
Ironclads II Boshin War,₺76,"Simülasyon, Tek Oyunculu",,Totem Games,PEGI 3,https://store.epicgames.com/tr/p/ironclads-ii-boshin-war-30c493
Ironclads - Anglo Russian War 1866,₺76,"Simülasyon, Tek Oyunculu, Strateji",,Totem Games,PEGI 3,https://store.epicgames.com/tr/p/ironclads-anglo-russian-war-1866-0d16d5
Ironclads II War of the Pacific,₺76,"Simülasyon, Tek Oyunculu, Strateji",,Totem Games,PEGI 3,https://store.epicgames.com/tr/p/ironclads-ii-war-of-the-pacific-0b2081
Ironclads II American Civil War,₺76,"Simülasyon, Tek Oyunculu, Strateji",,Totem Games,PEGI 3,https://store.epicgames.com/tr/p/ironclads-american-civil-war-ii-publisher-ed91f6
Ironclads - Chincha Islands War 1866,₺76,"Simülasyon, Tek Oyunculu, Strateji",,Totem Games,PEGI 3,https://store.epicgames.com/tr/p/ironclads-chincha-islands-war-1866-7e49e1
Ironclads II Caroline Islands War 1885,₺76,"Simülasyon, Tek Oyunculu, Strateji",,Totem Games,PEGI 3,https://store.epicgames.com/tr/p/ironclads-ii-caroline-islands-war-1885-39d63d
Bad Rats Show,₺15,"Tek Oyunculu, Bağımsız, Basit Eğlence, Strateji",,Invent4 Entertainment,PEGI 3,https://store.epicgames.com/tr/p/bad-rats-show-1b74cf
Secret Doctrine,₺1.389,"Bulmaca, Tek Oyunculu, Birinci Şahıs, Macera",,LKnarrative,PEGI 7,https://store.epicgames.com/tr/p/secret-doctrine-342083
Observation Particle Life 1,₺38,"Tek Oyunculu, Bağımsız",,JinCycle,PEGI 3,https://store.epicgames.com/tr/p/particle-life-on-ai-illustrations-2-21674c
Skeletal Avenger,₺115,"Kumanda Desteği, Aksiyon, Eşli, Rogue-lite, Keşif, Tek Oyunculu",,10tons Ltd,PEGI 12,https://store.epicgames.com/tr/p/skeletal-avengers-af85a4
